org_name,org_name_spanish,org_website,org_languages_spoken,org_languages_spoken_spanish,org_customers_served,org_customers_served_spanish,org_notes,org_notes_spanish,org_categories,org_categories_spanish,org_tags,org_tags_spanish,org_locations,org_services,org_schedule,org_id,locations_id,locations_city,location_address,location_address_2,location_name,location_name_spanish,location_state,location_email,location_zip,location_phone,location_website,location_notes,location_notes_spanish,location_services,location_services_spanish,location_latitude,location_longitude,services_names,services_id,schedule_location_name,schedule_locations_id,schedule_open_time,schedule_close_time,schedule_ordinal_open,schedule_day,schedule_day_spanish,schedule_notes,schedule_notes_spanish,Field 46,locations,locations 2,locations 3,locations 4
Housing Authority of the County of Santa Barbara,Autoridad de Vivienda del Condado de Santa Bárbara,https://hasbarco.org/,English,inglés,,,"The Housing Authority of the County of Santa Barbara (HACSB) continues in its efforts to protect the Health and Safety of its residents, participants of the Housing Choice Voucher program (Section 8)  residents of Housing Authority owned properties and employees. We continue to have our offices closed to the public until further notice and encourage you to communicate with us electronically. You can reach us via our WEBSITE, E-mail, or by telephone at 805-735-8351. If you need to e mail us a question, you can reach us at this e mail address:  Questions@hasbarco.org","La Autoridad de Vivienda del Condado de Santa Bárbara (HACSB) continúa en sus esfuerzos por proteger la salud y seguridad de sus residentes, participantes del programa de Vales de Elección de Vivienda (Sección 8) residentes de propiedades y empleados de la Autoridad de Vivienda. Seguimos teniendo nuestras oficinas cerradas al público hasta nuevo aviso y lo alentamos a que se comunique con nosotros electrónicamente. Puede comunicarse con nosotros a través de nuestro SITIO WEB, correo electrónico o por teléfono al 805-735-8351. Si necesita enviarnos una pregunta por correo electrónico, puede comunicarse con nosotros a esta dirección de correo electrónico: Questions@hasbarco.org","housing,community support,food","vivienda,apoyo comunitario,alimentación","housing authority of the county of santa barbara,english,93436,lompoc,affordable housing,93454,santa maria,santa barbara,financial assistance,815 w. ocean avenue,200 w. williams street,93434,guadalupe,1020 escalante street,93117,goleta,5575 armitos avenue ,housing,community support,food,mobile food pantry","autoridad de vivienda del condado de santa barbara,ingles,93436,lompoc,vivienda asequible,93454,santa maria,santa barbara,asistencia financiera,815 w. avenida del mar,200 w. williams street,93434,guadalupe,1020 escalante street,93117,goleta,5575 armitos avenue,vivienda,apoyo comunitario,comida,despensa móvil de alimentos","Lompoc,Santa Maria,Guadalupe,Goleta","Mobile Food Pantry,Financial Assistance,Affordable Housing",15:30,1011,"224, 451, 539, 676","Lompoc, Santa Maria, Guadalupe, Goleta","815 W. Ocean Avenue, 200 W. Williams Street, 1020 Escalante Street, 5575 Armitos Avenue ",,Guadalupe Ranch Acres,Guadalupe Ranch Acres,"CA, CA, CA, CA",,"93436, 93454, 93434, 93117","(805) 736-3423, (805) 925-4393",https://hasbarco.org/guadalupe-ranch-acres/,"Section 8 Housing Choice Voucher Program Public Housing and Housing Under Management Family Self-Sufficiency Program 
Resident Self-Sufficiency Program 
Resident Opportunities for Self-Sufficiency 
",Sección 8 Programa de vales de elección de vivienda Vivienda pública y vivienda bajo administración Programa de autosuficiencia familiar Programa de autosuficiencia para residentes Oportunidades de autosuficiencia para residentes,"Financial Assistance, Affordable Housing;;Mobile Food Pantry;","Asistencia financiera, vivienda asequible; Despensa móvil de alimentos;","34.63934240, 34.96950130, 34.96882950, 34.43817660","-120.46785090, -120.43751840, -120.56525770, -119.81951800","Mobile Food Pantry, Financial Assistance, Affordable Housing","49, 110, 43",Guadalupe,539,15:30,16:30,;;;,;;Tue;,;; Mar;,;;;,;;;,,,,,
HUD—VASH,HUD - VASH,,English,inglés,Veterans,Veteranos,Phone: 877-424-3838 Free 24/7 counseling for homeless veterans and veterans at risk of becoming homeless Provides tenant-based rental assistance to eligible homeless veterans and their families Must receive VA case management services until deemed no longer necessary by VAMC,"Teléfono: 877-424-3838 Asesoramiento gratuito las 24 horas, los 7 días de la semana para veteranos sin hogar y veteranos en riesgo de quedarse sin hogar Brinda asistencia de alquiler basada en inquilinos para veteranos sin hogar elegibles y sus familias Debe recibir servicios de administración de casos de VA hasta que VAMC lo considere ya no necesario",housing,alojamiento,"hud—vash,veterans,english,housing","hud — vash,veteranos,inglés,vivienda",,,,1247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I Can't But We Can,No puedo pero podemos,,English,inglés,,,,,substance use,uso de sustancias,"i can't but we can,english,93101,santa barbara,tue,thur,mon,wed,fri,narcotics anonymous,235 e. cota,substance use","no puedo pero podemos,inglés,93101,santa barbara,mar,jueves,lunes,miércoles,viernes,narcóticos anónimos,235 e. cota,uso de sustancias",Santa Barbara,Narcotics Anonymous,12:00,889,50,Santa Barbara,235 E. Cota,,,,CA,,93101,,,,,Narcotics Anonymous,Narcóticos Anónimos,34.42093780,-119.69371050,Narcotics Anonymous,11,Santa Barbara,"50, 50, 50, 50, 50, 50","6:45, 18:45, 6:45, 6:45, 12:00, 6:45","7:45, 19:45, 7:45, 7:45, 13:00, 7:45",;;;;;,Tue;Thu;Mon;Wed;Wed;Fri,Mar; jue; lun; mié; mié; vie,,,,,,,
I Know!,¡Sé!,,English,inglés,,,,,substance use,uso de sustancias,"i know!,english,93013,carpinteria,alcoholics anonymous,4610 carpinteria avenue,substance use","¡Lo sé !,inglés,93013,carpinteria,alcohólicos anónimos,4610 carpinteria avenue,uso de sustancias",Carpinteria,Alcoholics Anonymous,07:00,944,122,Carpinteria,4610 Carpinteria Avenue,,,,CA,,93013,,,,,Alcoholics Anonymous,alcoholicos anonimos,34.40243140,-119.52486920,Alcoholics Anonymous,34,Carpinteria,122,07:00,08:00,,Wed,casarse,,,,,,,
Immigrant Hope,Esperanza inmigrante,https://www.immigranthope.org/,English,inglés,Immigrants,Inmigrantes,"DOJ recognized and accredited to provide low cost immigration legal services. Offers civics tutoring, English classes, and driver’s license handbook study.","DOJ reconocido y acreditado para brindar servicios legales de inmigración a bajo costo. Ofrece tutoría de educación cívica, clases de inglés y estudio del manual de licencias de conducir.","legal services,community support","servicios legales,apoyo comunitario","immigrant hope,immigrants,english,93101,santa barbara,935 san andres street,legal services,community support,immigration law","esperanza inmigrante,inmigrantes,inglesas,93101,santa barbara,935 calle san andres,servicios legales,apoyo comunitario,ley de inmigración",Santa Barbara,Immigration Law,"13:00,15:00",1208,649,Santa Barbara,935 San Andres Street,,Santa Barbara Office,Oficina de Santa Bárbara,CA,info.santabarbara@immigranthope.org,93101,(805) 963-0166,https://www.immigranthope.org/location/santa-barbara-california/,"Immigrant Hope – Santa Barbara offers honest, low-cost legal advice & services regarding the U.S. immigration processes in a safe and caring environment.  We have a staff of accredited representatives and volunteers that will meet with you to understand your situation. We will help you understand your options and, if able, carefully guide you through the process you are applying for.  Consultations cost $30; if we are able to take your case, the cost of the consultation is applied to your case fee.  All case information is confidential.  Immigrant Hope-Santa Barbara is a 501(c)(3) non-profit organization and is Recognized by the Department of Justice (DOJ) to offer immigration legal services.","Immigrant Hope - Santa Barbara ofrece asesoramiento y servicios legales honestos y de bajo costo con respecto a los procesos de inmigración de los EE. UU. En un entorno seguro y afectuoso. Contamos con un equipo de representantes y voluntarios acreditados que se reunirán con usted para comprender su situación. Lo ayudaremos a comprender sus opciones y, si es posible, lo guiaremos cuidadosamente a través del proceso que está solicitando. Las consultas cuestan $ 30; Si podemos aceptar su caso, el costo de la consulta se aplica a la tarifa de su caso. Toda la información del caso es confidencial. Immigrant Hope-Santa Barbara es una organización sin fines de lucro 501 (c) (3) y está reconocida por el Departamento de Justicia (DOJ) para ofrecer servicios legales de inmigración.",Immigration Law,Ley de inmigración,34.41285100,-119.70998600,Immigration Law,204,Santa Barbara;Santa Barbara,"649, 649","13:00, 15:00","17:00, 20:00",;,"Fri;Mon, Tue, Wed, Thu","Vie; lun, mar, mié, jue",;,;,,,,,
Immigrant Legal Defense Center,Centro de Defensa Legal para Inmigrantes,https://www.sbimmigrantdefense.org/,"English, Spanish",Ingles Español,,,call if you or a loved one is detained by ICE,llame si usted o un ser querido es detenido por ICE,legal services,servicios jurídicos,"immigrant legal defense center,english,spanish,93454,santa maria,93103,santa barbara,immigration law,120 e. jones st.,601 e. montecito st. ,legal services","centro de defensa legal para inmigrantes,ingles,español,93454,santa maria,93103,santa barbara,ley de inmigración,120 e. jones st.,601 e. montecito st.,servicios jurídicos","Santa Maria,Santa Barbara",Immigration Law,,1207,"647, 648","Santa Maria, Santa Barbara","120 E. Jones St., 601 E. Montecito St. ",,"Santa Maria Office, Santa Barbara Office","Oficina de Santa María,Oficina de Santa Bárbara","CA, CA","julissa@sbimmigrantdefense.org, julissa@sbimmigrantdefense.org","93454, 93103","(805) 886-9136, (805) 886-9136",,,,Immigration Law;Immigration Law,Ley de inmigración; Ley de inmigración,"34.94571670, 34.42168150","-120.43535860, -119.68629340",Immigration Law,204,,,,,;,;,;,;,;,,,,,
Internet Essentials through Comcast,Internet Essentials a través de Comcast,,English,inglés,,,Offers low-cost internet to those with HUD housing assistance. Must not have outstanding debt less than 1  year old with Comcast. Must live where Comcast services are offered and not have subscribed in the last  90 days. ,Ofrece Internet de bajo costo para aquellos con asistencia de vivienda de HUD. No debe tener una deuda pendiente de menos de 1 año con Comcast. Debe vivir donde se ofrecen los servicios de Comcast y no estar suscrito en los últimos 90 días.,resource directory,directorio de recursos,"internet essentials through comcast,english,93455,santa maria,2323 thompson way,resource directory","Internet essentials a través de comcast,inglés,93455,santa maria,2323 thompson way,directorio de recursos",Santa Maria,,,1193,619,Santa Maria,2323 Thompson Way,,,,CA,,93455,(855) 846-8376,,,,,,34.91809670,-120.45565580,,,,,,,,,,,,,,,,
iRecover Behavioral Health Clinic,Clínica de salud conductual iRecover,,English,inglés,,,,,"mental health,substance use","salud mental,uso de sustancias","irecover behavioral health clinic,english,93454,santa maria,607 plaza dr,mental health,substance use,outpatient counseling","irecover clínica de salud conductual,inglés,93454,santa maria,607 plaza dr,salud mental,consumo de sustancias,asesoramiento para pacientes ambulatorios",Santa Maria,Outpatient Counseling,09:00,1141,482,Santa Maria,607 Plaza Dr,,,,CA,,93454,(877) 547-7401,,,,Outpatient Counseling,Consejería para pacientes ambulatorios,34.93757540,-120.42770610,Outpatient Counseling,8,Santa Maria,482,09:00,17:00,,"Mon, Tue, Wed, Thu, Fri","Lun, mar, mié, jue, vie",,,,,,,
Janus Counseling Center,Centro de Consejería Janus,https://www.januscounseling.com/,English,inglés,,,"The mission at Janus Counseling Center is to provide quality care.  Our skilled therapists and interns have helped many couples, families, and individuals navigate life's difficulties before they become overwhelming problems. Whether it be illness, loss, relationship difficulties, or crisis-- through thoughtful exploration and discovery, a Janus therapist or intern can effectively navigate the portals of transition and the changes in your life.  ","La misión de Janus Counseling Center es brindar atención de calidad. Nuestros terapeutas expertos y pasantes han ayudado a muchas parejas, familias e individuos a superar las dificultades de la vida antes de que se conviertan en problemas abrumadores. Ya sea una enfermedad, una pérdida, dificultades en las relaciones o una crisis, a través de la exploración y el descubrimiento cuidadosos, un terapeuta o pasante de Janus puede navegar eficazmente por los portales de transición y los cambios en su vida.",mental health,salud mental,"janus counseling center,english,93101,santa barbara,counseling,350 s. hope ave.,mental health","centro de consejería janus,inglés,93101,santa barbara,consejería,350 s. esperanza ave.,salud mental",Santa Barbara,Counseling,,1058,329,Santa Barbara,350 S. Hope Ave.,Suite A-107,,,CA,info@JanusCounseling.com,93101,(805) 398-6030,,,,Counseling,Asesoramiento,34.43540950,-119.74654000,Counseling,65,,,,,,,,,,,,,,
Jennings Street House ,Casa de la calle Jennings,,English,inglés,Women,Mujeres,"Sober living home for women. Mild mental illness with medication permitted. Must interview.
Cost: $150/week OR $600/month AND $100",Hogar de vida sobria para mujeres. Enfermedad mental leve con medicación permitida. Debe entrevistar. Costo: $ 150 / semana O $ 600 / mes Y $ 100,substance use,uso de sustancias,"jennings street house ,women,sober,living,home,mild,mental,illness,medication,permitted,must,interviewcost,150week,600month,100,english,93103,santa barbara,sober living homes,832 jennings street,substance use","casa de la calle jennings,mujeres,sobrio,vivo,hogar,leve,mental,enfermedad,medicación,permitido,debe,costo de entrevista,150 semanas,600 meses,100,inglés,93103,santa barbara,hogares de vida sobria,832 jennings street,uso de sustancias",Santa Barbara,Sober Living Homes,,832,26,Santa Barbara,832 Jennings Street,,,,CA,,93103,(805) 965-2070,,,,Sober Living Homes,Viviendas sobrias,34.42363590,-119.68221450,Sober Living Homes,3,,,,,,,,,,,,,,
Just for Tonight,Solo por esta noche,,English,inglés,Women,Mujeres,Women's NA,NA femenino,substance use,uso de sustancias,"just for tonight,women,womens,na,english,93101,santa barbara,narcotics anonymous,1515 bath street,substance use","solo por esta noche,mujeres,na,inglés,93101,santa barbara,narcóticos anónimos,1515 bath street,uso de sustancias",Santa Barbara,Narcotics Anonymous,19:00,866,52,Santa Barbara,1515 Bath Street,,,,CA,,93101,,,,,Narcotics Anonymous,Narcóticos Anónimos,34.42318110,-119.71244640,Narcotics Anonymous,11,Santa Barbara,52,19:00,20:00,,Tue,Tuya,,,,,,,
Keeping It Real,Siendo realistas,,English,inglés,,,,,substance use,uso de sustancias,"keeping it real,english,93101,santa barbara,alcoholics anonymous,87 parker way,substance use","mantenerlo real,inglés,93101,santa barbara,alcohólicos anónimos,87 parker way,uso de sustancias",Santa Barbara,Alcoholics Anonymous,18:00,938,116,Santa Barbara,87 Parker Way,,,,CA,,93101,,,,,Alcoholics Anonymous,alcoholicos anonimos,34.41428770,-119.69452660,Alcoholics Anonymous,34,Santa Barbara,116,18:00,19:00,,Mon,Mi,,,,,,,
La Casa de Flores—”Camp Flores”,La Casa de Flores—”Camp Flores”,,English,inglés,Veterans,Veteranos,Stable housing for homeless veterans and veterans at risk of becoming homeless. Must be honorably discharged.,Vivienda estable para veteranos sin hogar y veteranos en riesgo de quedarse sin hogar. Debe ser dado de baja honorablemente.,housing,alojamiento,"la casa de flores—”camp flores”,veterans,english,93454,santa maria,housing,400 w. church street","la casa de flores— ”camp flores”,veteranos,ingles,93454,santa maria,vivienda,400 w. calle Iglesia",Santa Maria,Housing,,1249,706,Santa Maria,400 W. Church Street,,,,CA,,93454,(805) 623-8880,,,,Housing,Alojamiento,34.95174760,-120.44066900,Housing,89,,,,,,,,,,,,,,
La Purisma Concepcion,La purismo Concepcion,https://www.lapurisimamission.org/,"English, Spanish",Ingles Español,,,,,food,comida,"la purisma concepcion,english,spanish,93436,lompoc,dinner,213 w. olive avenue,food","la purisma concepcion,ingles,español,93436,lompoc,cena,213 w. avenida de los olivos,comida",Lompoc,Dinner,17:00,1025,250,Lompoc,213 W. Olive Avenue,,,,CA,preladodelostesoros@gmail.com,93436,(805) 733-3713,,,,Dinner,Cena,34.63410290,-120.45649360,Dinner,47,Lompoc,250,17:00,17:45,,Fri,Vie,,,,,,,
La Recuperacion es Posible,La Recuperacion es Posible,,Spanish,Español,,,,,substance use,uso de sustancias,"la recuperacion es posible,spanish,93101,santa barbara,sun,fri,narcotics anonymous,1111 garden street,substance use","la recuperacion es posible,español,93101,santa barbara,dom,vie,narcóticos anónimos,1111 garden street,uso de sustancias",Santa Barbara,Narcotics Anonymous,"12:30,19:00",862,48,Santa Barbara,1111 Garden Street,,,,CA,,93101,,,,,Narcotics Anonymous,Narcóticos Anónimos,34.42578070,-119.70039780,Narcotics Anonymous,11,Santa Barbara;Santa Barbara,"48, 48","12:30, 19:00","14:00, 20:00",;,Sun;Fri,Dom; vie,,,,,,,
La Ultima Llamada,La Ultima Llamada,,Spanish,Español,,,,,substance use,uso de sustancias,"la ultima llamada,spanish,93101,santa barbara,mon,tue,wed,thur,fri,alcoholic anonymous,alcoholics anonymous,627 bath street,substance use","la ultima llamada,español,93101,santa barbara,lun,mar,mié,jue,vie,alcohólico anónimo,alcohólicos anónimos,627 bath street,uso de sustancias",Santa Barbara,Alcoholics Anonymous,"12:00,19:00",899,90,Santa Barbara,627 Bath Street,,,,CA,,93101,,,,,Alcoholics Anonymous,alcoholicos anonimos,34.41505300,-119.70122700,Alcoholics Anonymous,34,Santa Barbara;Santa Barbara,"90, 90","12:00, 19:00","13:00, 20:00",;,"Mon;Mon, Tue, Wed, Thu, Fri","Lun; lun, mar, mié, jue, vie",,,,,,,
Labor Finders,Buscadores de mano de obra,https://www.laborfinders.com/,English,inglés,,,"With new jobs listed every day, we have connections with companies who are hiring all over the country.","Con nuevos trabajos listados todos los días, tenemos conexiones con empresas que están contratando en todo el país.",employment,empleo,"labor finders,english,93454,santa maria,1782 s. broadway,employment,temp agency","buscadores de mano de obra,ingles,93454,santa maria,1782 s. broadway,empleo,agencia temporal",Santa Maria,Temp Agency,06:00,1105,425,Santa Maria,1782 S. Broadway,,,,CA,,93454,(805) 346-6083,,,,Temp Agency,Agencia de trabajo temporal,34.92783830,-120.43591640,Temp Agency,118,Santa Maria,425,06:00,18:00,,"Mon, Tue, Wed, Thu, Fri","Lun, mar, mié, jue, vie",,,,,,,
Labor Ready,Listo para el trabajo,https://www.peopleready.com/,English,inglés,,,"Quick and convenient access to jobs when you apply at your local branch, online or through our mobile app, JobStack.","Acceso rápido y conveniente a puestos de trabajo cuando presenta la solicitud en su sucursal local, en línea o mediante nuestra aplicación móvil, JobStack.",employment,empleo,"labor ready,quick,convenient,access,jobs,apply,local,branch,online,mobile,app,jobstack,english,93101,santa barbara ,employment,125 e de la guerra st ste a","trabajo listo,rápido,conveniente,acceso,trabajos,solicitar,local,sucursal,en línea,móvil,aplicación,pila de trabajos,inglés,93101,santa barbara,empleo,125 e de la guerra st ste",Santa Barbara ,Employment,"5:30,7:00",870,58,Santa Barbara ,125 E De La Guerra St Ste A,,,,CA,,93101,(805) 963-5370,,,,Employment,Empleo,34.41760210,-119.70098400,Employment,2,Santa Barbara ;Santa Barbara ,"58, 58","5:30, 7:00","18:00 , 11:00 ",;,"Mon, Tue, Wed, Thu, Fri ;Sat","Lun, mar, mié, jue, vie; sáb",,,,,,,
